,Process_ID,Process_Name,Department,Task_Name,Duration_Hours,Cost_USD,Responsible,Status,Start_Date,End_Date,Error_Rate
1174,9,Customer Onboarding,Finance,Job Posting,10,300,Charlie Green,Completed,2023-09-29,2023-09-29 10:00:00,0.4700464431730189
1175,700,Employee Recruitment,IT,Receive Invoice,16,976,Alice Doe,Pending,2023-06-22,,3.4515655869652284
1176,997,Employee Recruitment,Sales,Receive Invoice,4,276,Alex Black,Pending,2023-02-05,,3.635955480423373
1177,845,Invoice Processing,Finance,Market Research,8,496,Alex Brown,Completed,2023-08-03,2023-08-03 08:00:00,6.192218450095307
1178,476,Customer Onboarding,IT,Review Documents,4,400,Charlie Doe,Completed,2023-01-21,2023-01-21 04:00:00,2.571546662289184
1179,185,Employee Recruitment,Finance,Market Research,18,1224,John Brown,Pending,2023-08-14,,1.9254913016446016
1180,45,Invoice Processing,HR,Product Design,16,880,Jane Smith,Completed,2023-02-08,2023-02-08 16:00:00,0.238253950291748
1181,616,Invoice Processing,IT,Requirements Gathering,7,168,Alice Black,Completed,2023-01-13,2023-01-13 07:00:00,0.1857857901481674
1182,246,Invoice Processing,HR,Verify Invoice,12,804,Alex Doe,Pending,2023-05-09,,5.6377718521379325
1183,11,Customer Onboarding,Finance,Market Research,16,832,Bob Green,Pending,2023-02-26,,1.8633110229820915
1184,596,Invoice Processing,Finance,Conduct Interviews,17,731,John Black,In Progress,2023-08-20,,8.24656932985669
1185,954,Invoice Processing,HR,Launch Campaign,8,96,Charlie Doe,Completed,2023-08-04,2023-08-04 08:00:00,1.8065428604111864
1186,838,Invoice Processing,HR,Product Design,17,1683,Bob Brown,In Progress,2023-12-19,,3.6844564373448807
1187,259,Employee Recruitment,HR,Screen Candidates,10,680,Charlie Black,Completed,2023-12-11,2023-12-11 10:00:00,4.336762834947794
1188,709,Customer Onboarding,Finance,Review Documents,8,560,Jane Green,Pending,2023-12-16,,5.725443038986203
1189,22,Employee Recruitment,HR,Job Posting,15,900,Jane Doe,Completed,2023-02-02,2023-02-02 15:00:00,9.829750000286252
1190,653,Product Launch,Finance,Approve Invoice,7,343,Alex Doe,In Progress,2023-11-18,,8.255829899608798
1191,449,Software Development,HR,Coding,4,236,Charlie Brown,Completed,2023-11-22,2023-11-22 04:00:00,5.190883331613707
1192,404,Employee Recruitment,Sales,Collect Documents,9,549,Charlie White,Completed,2023-03-24,2023-03-24 09:00:00,7.536612453787611
1193,797,Product Launch,HR,Coding,6,342,John Black,Completed,2023-11-25,2023-11-25 06:00:00,5.182595566635508
1194,636,Employee Recruitment,HR,Verify Invoice,11,858,John Brown,Completed,2023-04-03,2023-04-03 11:00:00,0.1021349055214626
1195,292,Product Launch,Marketing,Launch Campaign,2,26,Bob Black,In Progress,2023-06-18,,6.032309628472314
1196,675,Product Launch,Sales,Coding,13,975,Alice White,Completed,2023-11-10,2023-11-10 13:00:00,0.2132841689667242
1197,973,Invoice Processing,IT,Testing,7,672,John Brown,Completed,2023-03-29,2023-03-29 07:00:00,7.336344273120896
1198,505,Employee Recruitment,Marketing,Initial Contact,11,781,Alex Green,Pending,2023-01-25,,1.8992177946293327
1199,589,Employee Recruitment,Sales,Approve Invoice,8,96,Alex Brown,Completed,2023-05-13,2023-05-13 08:00:00,8.77040125778315
1200,984,Product Launch,IT,Collect Documents,4,348,John Brown,Pending,2023-05-17,,7.215878115343408
1201,174,Software Development,Marketing,Requirements Gathering,19,798,Alice Green,In Progress,2023-05-19,,2.519747732515357
1202,305,Customer Onboarding,Marketing,Initial Contact,7,77,John Brown,Pending,2023-10-18,,1.7752728005361862
1203,103,Product Launch,Sales,Verify Invoice,17,833,Charlie Black,Completed,2023-12-04,2023-12-04 17:00:00,9.186084941750227
1204,275,Software Development,Finance,Receive Invoice,10,500,Charlie Black,Pending,2023-12-28,,6.720350340822416
1205,246,Employee Recruitment,HR,Approve Invoice,16,768,Alice Smith,Completed,2023-03-16,2023-03-16 16:00:00,7.649328549151829
1206,868,Customer Onboarding,Sales,Review Documents,1,65,John Black,In Progress,2023-09-01,,7.654549223214336
1207,118,Product Launch,Marketing,Initial Contact,3,192,Charlie Brown,In Progress,2023-09-07,,0.3357447310230388
1208,216,Invoice Processing,HR,Receive Invoice,5,130,Charlie Black,Pending,2023-08-18,,5.817577581107557
1209,596,Customer Onboarding,Finance,Testing,16,1520,Bob Green,In Progress,2023-05-10,,0.3020942183367503
1210,919,Customer Onboarding,Finance,Initial Contact,18,1188,John Smith,In Progress,2023-03-15,,3.536417625800202
1211,74,Product Launch,Finance,Initial Contact,16,448,John Brown,In Progress,2023-03-25,,5.244738334038951
1212,574,Employee Recruitment,HR,Screen Candidates,4,204,Bob Smith,Completed,2023-03-14,2023-03-14 04:00:00,0.6134495524684924
1213,410,Product Launch,HR,Market Research,19,1178,Charlie Doe,Pending,2023-01-30,,8.436509867053475
1214,578,Customer Onboarding,Finance,Conduct Interviews,7,532,Alex Green,Pending,2023-10-17,,6.061993464062993
1215,140,Invoice Processing,Marketing,Review Documents,7,595,Bob Black,Pending,2023-10-16,,5.381117424877652
1216,933,Invoice Processing,HR,Requirements Gathering,1,62,John Doe,In Progress,2023-01-20,,2.5299440514981364
1217,768,Product Launch,Finance,Approve Invoice,6,300,Jane Black,In Progress,2023-07-19,,3.8910302305844224
1218,379,Invoice Processing,Sales,Product Design,6,222,Alice Doe,Pending,2023-12-26,,4.957860749396207
1219,430,Employee Recruitment,Sales,Testing,7,546,Alex Brown,Completed,2023-10-31,2023-10-31 07:00:00,0.827650449237689
1220,778,Product Launch,IT,Testing,19,1558,Charlie Smith,Completed,2023-07-16,2023-07-16 19:00:00,8.50001035608615
1221,806,Invoice Processing,Finance,Launch Campaign,7,350,Alex Brown,In Progress,2023-05-07,,1.1100630202267558
1222,239,Customer Onboarding,Finance,Review Documents,9,828,Charlie Brown,Pending,2023-01-28,,6.098912030454776
1223,916,Employee Recruitment,Sales,Collect Documents,13,364,Alex Smith,In Progress,2023-07-12,,5.573266890678847
1224,884,Product Launch,Finance,Product Design,2,174,John Smith,Completed,2023-12-16,2023-12-16 02:00:00,7.513355769516215
1225,825,Product Launch,Sales,Screen Candidates,17,1241,John Doe,Completed,2023-11-11,2023-11-11 17:00:00,2.8071483865411784
1226,275,Customer Onboarding,Finance,Job Posting,16,352,Jane Black,Completed,2023-01-05,2023-01-05 16:00:00,9.61358744557726
1227,738,Product Launch,Sales,Coding,18,1548,John White,In Progress,2023-08-23,,0.9485403498391964
1228,89,Product Launch,Marketing,Job Posting,18,414,Charlie Doe,In Progress,2023-05-12,,0.7025767624934953
1229,443,Product Launch,Sales,Initial Contact,6,372,Alice Smith,Completed,2023-12-13,2023-12-13 06:00:00,4.167319321377969
1230,464,Employee Recruitment,HR,Job Posting,4,120,Alex White,In Progress,2023-03-01,,0.8208058371488325
1231,440,Invoice Processing,Sales,Testing,10,550,John White,Pending,2023-12-23,,0.3997600689840797
1232,8,Software Development,HR,Approve Invoice,7,483,Charlie White,Completed,2023-08-29,2023-08-29 07:00:00,1.2991813325383572
1233,65,Invoice Processing,Finance,Collect Documents,9,450,Alice Black,Pending,2023-03-01,,9.687712293728476
1234,376,Employee Recruitment,IT,Review Documents,19,1140,Charlie Smith,Pending,2023-02-14,,6.069216645901257
1235,531,Customer Onboarding,Sales,Job Posting,17,561,Bob Brown,In Progress,2023-11-23,,0.5297394780520026
1236,145,Product Launch,Finance,Verify Invoice,11,407,John Green,Pending,2023-03-28,,8.98102948663932
1237,984,Customer Onboarding,IT,Receive Invoice,14,462,Jane Green,Pending,2023-08-24,,8.383841576565683
1238,432,Employee Recruitment,Sales,Requirements Gathering,20,1100,Alex Smith,Completed,2023-03-05,2023-03-05 20:00:00,9.698937518155647
1239,457,Employee Recruitment,IT,Market Research,5,105,Charlie Doe,In Progress,2023-03-08,,7.540676799588814
1240,235,Invoice Processing,Sales,Product Design,14,560,John White,Pending,2023-10-12,,0.0637826035723521
1241,46,Invoice Processing,HR,Testing,2,104,Alice Smith,Pending,2023-11-21,,3.387583032703806
1242,866,Customer Onboarding,Finance,Job Posting,19,1064,John Brown,In Progress,2023-10-27,,0.508783843169679
1243,709,Product Launch,Finance,Receive Invoice,1,47,Bob Green,Pending,2023-08-14,,8.077707070879525
1244,949,Customer Onboarding,Sales,Collect Documents,13,1261,John Black,Pending,2023-12-23,,5.6750306450948464
1245,37,Product Launch,Marketing,Market Research,8,88,Alice White,Completed,2023-11-28,2023-11-28 08:00:00,2.997374302664197
1246,716,Employee Recruitment,Marketing,Launch Campaign,8,320,Alice Doe,Pending,2023-08-06,,5.982667640648584
1247,967,Software Development,IT,Testing,5,335,Jane White,In Progress,2023-02-17,,8.614759427131638
1248,36,Software Development,IT,Verify Invoice,8,360,Alice Green,Pending,2023-05-06,,9.965324692983764
1249,464,Customer Onboarding,Sales,Collect Documents,20,920,Alex Black,Pending,2023-12-25,,7.850011663145424
1250,367,Customer Onboarding,HR,Initial Contact,7,329,John Black,In Progress,2023-10-31,,6.39314979125602
1251,532,Software Development,IT,Verify Invoice,10,430,Jane Green,Completed,2023-07-06,2023-07-06 10:00:00,1.1119887864427858
1252,955,Product Launch,IT,Market Research,14,602,Bob Black,In Progress,2023-05-13,,6.1773128891476246
1253,976,Invoice Processing,Sales,Screen Candidates,18,1422,Jane White,Completed,2023-08-22,2023-08-22 18:00:00,5.04821415396057
1254,728,Invoice Processing,Finance,Market Research,8,344,Alice Doe,In Progress,2023-04-20,,5.557287709049623
1255,789,Invoice Processing,Finance,Launch Campaign,15,510,Alice Brown,In Progress,2023-01-28,,3.800850403502936
1256,171,Invoice Processing,Sales,Testing,8,728,Charlie Smith,Completed,2023-05-16,2023-05-16 08:00:00,8.53834247802012
1257,891,Product Launch,HR,Receive Invoice,6,462,Alex Black,In Progress,2023-07-12,,9.65183018864798
1258,38,Invoice Processing,HR,Review Documents,13,1131,Alice Smith,Completed,2023-10-04,2023-10-04 13:00:00,5.634544459833963
1259,374,Software Development,Finance,Requirements Gathering,2,144,John Black,In Progress,2023-09-15,,0.6102950838863019
1260,684,Product Launch,Sales,Collect Documents,1,19,Charlie Black,Completed,2023-12-10,2023-12-10 01:00:00,8.265063499733545
1261,887,Customer Onboarding,HR,Collect Documents,14,840,Bob Green,Pending,2023-05-25,,3.973290342847559
1262,140,Software Development,HR,Launch Campaign,1,17,Jane Doe,In Progress,2023-06-07,,0.6099081705336584
1263,364,Employee Recruitment,Sales,Coding,14,280,John Black,Pending,2023-05-04,,0.6768513496265527
1264,720,Invoice Processing,IT,Market Research,9,324,Charlie White,In Progress,2023-05-11,,5.415338712033726
1265,288,Customer Onboarding,Marketing,Approve Invoice,15,825,Alice White,In Progress,2023-04-22,,2.522283823420333
1266,565,Software Development,Sales,Review Documents,13,1235,Jane White,Pending,2023-06-27,,9.930143869716227
1267,281,Invoice Processing,Marketing,Requirements Gathering,20,1020,Jane Smith,Pending,2023-07-09,,9.799726000881211
1268,853,Employee Recruitment,Sales,Testing,19,1254,Alice Black,Pending,2023-05-01,,4.55711261668136
1269,563,Product Launch,Marketing,Initial Contact,10,720,Bob Doe,Pending,2023-03-19,,4.520271781355798
1270,547,Customer Onboarding,HR,Coding,14,280,Jane Black,Completed,2023-06-20,2023-06-20 14:00:00,4.568778298058023
1271,606,Invoice Processing,HR,Collect Documents,9,288,Alice Black,In Progress,2023-12-28,,9.4406241329631
1272,935,Invoice Processing,HR,Review Documents,2,68,John Green,Pending,2023-03-10,,4.452450789573902
1273,27,Invoice Processing,HR,Screen Candidates,13,819,Charlie Smith,Completed,2023-06-05,2023-06-05 13:00:00,1.159166310264086
1274,334,Product Launch,IT,Launch Campaign,4,120,Charlie Doe,Completed,2023-10-26,2023-10-26 04:00:00,1.854160977632523
1275,416,Software Development,Finance,Testing,8,488,Charlie Black,In Progress,2023-10-26,,7.834593259585606
1276,654,Employee Recruitment,Marketing,Market Research,12,444,Alex Doe,In Progress,2023-11-10,,0.6485675742183705
1277,676,Software Development,HR,Market Research,19,608,John Doe,In Progress,2023-03-05,,7.55698909010497
1278,764,Product Launch,Sales,Initial Contact,4,220,Jane Doe,Completed,2023-01-06,2023-01-06 04:00:00,5.526079100382681
1279,606,Employee Recruitment,Finance,Collect Documents,10,780,Bob Smith,Completed,2023-05-25,2023-05-25 10:00:00,8.578751226848986
1280,44,Product Launch,Finance,Initial Contact,6,432,John Green,In Progress,2023-10-17,,8.335232002055974
1281,317,Software Development,Finance,Initial Contact,7,399,Bob Doe,In Progress,2023-08-10,,7.356165590305352
1282,821,Product Launch,IT,Verify Invoice,19,361,Jane Smith,In Progress,2023-12-17,,1.557725688983953
1283,635,Software Development,Finance,Job Posting,11,1100,Charlie White,In Progress,2023-01-26,,3.258752764334396
1284,473,Product Launch,Marketing,Verify Invoice,4,368,Jane Brown,Pending,2023-06-10,,1.5245130964042153
1285,211,Customer Onboarding,Finance,Job Posting,15,195,Alex Black,Pending,2023-02-11,,7.029409227646307
1286,670,Employee Recruitment,IT,Launch Campaign,3,69,Alex Black,Pending,2023-08-13,,9.897481947611986
1287,265,Employee Recruitment,HR,Launch Campaign,12,792,Bob White,Completed,2023-02-27,2023-02-27 12:00:00,8.724200564943278
1288,941,Employee Recruitment,Sales,Initial Contact,9,882,John Black,Completed,2023-02-23,2023-02-23 09:00:00,3.967231273255598
1289,283,Software Development,Finance,Product Design,8,224,Jane Smith,Completed,2023-01-15,2023-01-15 08:00:00,8.967301310220021
1290,123,Product Launch,IT,Initial Contact,2,130,Charlie Green,Pending,2023-01-19,,7.104548057803383
1291,925,Invoice Processing,HR,Review Documents,7,161,Alice Black,Completed,2023-10-07,2023-10-07 07:00:00,1.016753527882569
1292,695,Software Development,Finance,Review Documents,2,96,John Green,Pending,2023-04-30,,4.649978015961489
1293,67,Employee Recruitment,Marketing,Conduct Interviews,10,570,John Black,In Progress,2023-03-28,,1.2661112754814796
1294,494,Invoice Processing,IT,Job Posting,2,114,Bob Brown,In Progress,2023-10-25,,7.210108851711293
1295,640,Product Launch,Marketing,Approve Invoice,4,140,Jane White,Pending,2023-10-10,,7.55941386411684
1296,650,Product Launch,Finance,Testing,7,224,Alice Doe,Completed,2023-11-08,2023-11-08 07:00:00,4.652688967858154
1297,582,Employee Recruitment,IT,Launch Campaign,10,130,Charlie Brown,Completed,2023-10-18,2023-10-18 10:00:00,5.365240683645989
1298,309,Invoice Processing,IT,Testing,15,240,Bob Brown,Completed,2023-07-30,2023-07-30 15:00:00,6.352231207353405
1299,803,Invoice Processing,Marketing,Initial Contact,11,913,Bob Smith,Completed,2023-01-01,2023-01-01 11:00:00,1.7061757249519582
1300,352,Product Launch,Marketing,Collect Documents,9,684,Jane Brown,Pending,2023-10-17,,2.0538742328650184
1301,56,Customer Onboarding,Finance,Review Documents,4,80,Alex Doe,Completed,2023-05-28,2023-05-28 04:00:00,9.509224076988684
1302,126,Employee Recruitment,IT,Receive Invoice,5,290,Alex White,In Progress,2023-03-08,,5.867165672788061
1303,224,Invoice Processing,IT,Product Design,9,108,Alex White,In Progress,2023-04-15,,9.035007430946798
1304,888,Product Launch,Marketing,Product Design,14,1064,Charlie Doe,Pending,2023-12-15,,1.4723650203841565
1305,192,Product Launch,Finance,Receive Invoice,16,832,Jane Smith,In Progress,2023-04-16,,1.6685458095672234
1306,586,Software Development,Sales,Coding,20,720,Charlie White,Completed,2023-10-14,2023-10-14 20:00:00,2.6668153830987107
1307,137,Product Launch,IT,Conduct Interviews,4,400,Alex White,Pending,2023-04-08,,8.775542510319488
1308,546,Customer Onboarding,Sales,Verify Invoice,9,891,John Green,Completed,2023-02-28,2023-02-28 09:00:00,7.542834854917972
1309,979,Product Launch,HR,Market Research,1,65,Bob Doe,Completed,2023-10-22,2023-10-22 01:00:00,7.508973049111653
1310,943,Customer Onboarding,Sales,Review Documents,2,116,Alex Green,Completed,2023-11-24,2023-11-24 02:00:00,6.066563523547161
1311,871,Customer Onboarding,Finance,Product Design,7,602,John Green,In Progress,2023-08-18,,7.352741099228312
1312,67,Employee Recruitment,Sales,Testing,3,273,Bob White,Pending,2023-03-15,,1.7445411137996691
1313,978,Product Launch,Finance,Verify Invoice,11,1089,Alex Smith,Pending,2023-06-11,,2.690562258383028
1314,52,Customer Onboarding,IT,Launch Campaign,15,855,Bob White,Pending,2023-07-01,,9.02859068695008
1315,538,Employee Recruitment,Finance,Testing,3,102,Alex Doe,Completed,2023-09-13,2023-09-13 03:00:00,5.329698896860336
1316,790,Customer Onboarding,Finance,Approve Invoice,16,1328,John White,Completed,2023-01-30,2023-01-30 16:00:00,9.843628011150695
1317,250,Employee Recruitment,HR,Initial Contact,15,1455,John Smith,Pending,2023-02-16,,3.8267016999654144
1318,400,Customer Onboarding,Sales,Initial Contact,2,106,Alex White,Completed,2023-01-14,2023-01-14 02:00:00,2.8006551817071887
1319,52,Product Launch,Sales,Coding,8,112,Charlie Green,Pending,2023-11-21,,6.859522841727825
1320,899,Invoice Processing,Sales,Verify Invoice,12,936,Bob Black,In Progress,2023-10-29,,0.3795979849191233
1321,477,Invoice Processing,Marketing,Testing,5,300,Alice Black,In Progress,2023-11-02,,1.4799087933592858
1322,917,Software Development,Marketing,Approve Invoice,7,469,John Brown,Pending,2023-02-09,,9.867333714791643
1323,530,Invoice Processing,Marketing,Review Documents,19,1235,Jane Green,In Progress,2023-06-09,,9.53977612494257
1324,902,Software Development,IT,Requirements Gathering,20,760,Charlie Smith,Completed,2023-10-12,2023-10-12 20:00:00,3.394122468804026
1325,168,Employee Recruitment,Sales,Launch Campaign,14,658,Bob Green,Pending,2023-01-21,,4.230166793989872
1326,946,Product Launch,IT,Requirements Gathering,2,78,Jane Smith,Pending,2023-04-28,,4.091215270960159
1327,390,Customer Onboarding,Sales,Review Documents,11,638,Alex Black,Pending,2023-06-10,,7.951542246834076
1328,192,Product Launch,Marketing,Collect Documents,16,560,John White,Pending,2023-10-07,,8.846332626720594
1329,915,Employee Recruitment,Finance,Verify Invoice,20,940,Alice Green,Completed,2023-08-09,2023-08-09 20:00:00,9.989191387756176
1330,379,Product Launch,Finance,Receive Invoice,16,496,Charlie White,Completed,2023-01-20,2023-01-20 16:00:00,4.910251471941808
1331,505,Product Launch,IT,Testing,16,288,Charlie Green,Completed,2023-06-06,2023-06-06 16:00:00,8.963653862105511
1332,744,Product Launch,HR,Review Documents,1,73,Bob Smith,Pending,2023-11-21,,1.588617866856985
1333,300,Product Launch,Finance,Verify Invoice,7,630,Bob Smith,Pending,2023-04-10,,4.330816702376998
1334,178,Software Development,Sales,Market Research,2,112,Jane Black,In Progress,2023-12-09,,6.8932300198600425
1335,513,Employee Recruitment,Marketing,Approve Invoice,1,55,Alex Black,In Progress,2023-03-24,,5.814992226105193
1336,981,Software Development,Sales,Job Posting,3,120,John White,In Progress,2023-08-29,,9.67532960517052
1337,855,Invoice Processing,HR,Screen Candidates,10,380,John Brown,Completed,2023-05-10,2023-05-10 10:00:00,1.5195025459497935
1338,928,Invoice Processing,Finance,Market Research,2,60,Bob Smith,Pending,2023-12-24,,0.206107348415786
1339,935,Invoice Processing,Finance,Collect Documents,7,574,Bob Doe,Completed,2023-08-04,2023-08-04 07:00:00,8.1917023043189
1340,109,Employee Recruitment,Sales,Market Research,4,184,John White,Pending,2023-09-07,,3.7511222612728377
1341,494,Customer Onboarding,HR,Market Research,18,342,Charlie Black,Pending,2023-09-02,,8.06473591377448
1342,508,Invoice Processing,Finance,Coding,2,118,John Green,Completed,2023-02-15,2023-02-15 02:00:00,6.5104875812193095
1343,460,Software Development,Marketing,Verify Invoice,18,900,Charlie Smith,In Progress,2023-12-05,,8.590809465066421
1344,471,Employee Recruitment,Finance,Job Posting,6,222,Alice Smith,Pending,2023-08-01,,2.7546136389854228
1345,417,Employee Recruitment,Marketing,Testing,13,1027,Charlie Green,Completed,2023-01-02,2023-01-02 13:00:00,5.336351421731153
1346,60,Product Launch,Finance,Job Posting,9,621,Alice White,Pending,2023-09-08,,6.406207031708258
1347,407,Software Development,IT,Collect Documents,4,228,John White,Completed,2023-06-28,2023-06-28 04:00:00,7.824833635784863
1348,968,Employee Recruitment,HR,Review Documents,13,234,Alice Doe,In Progress,2023-12-28,,9.554273947957368
1349,94,Software Development,Finance,Screen Candidates,20,1200,John Smith,Completed,2023-03-23,2023-03-23 20:00:00,0.6514739176878181
1350,141,Software Development,IT,Approve Invoice,15,930,Alex Doe,Completed,2023-06-27,2023-06-27 15:00:00,3.083192285231537
1351,200,Customer Onboarding,Sales,Review Documents,7,434,Charlie Doe,Completed,2023-07-05,2023-07-05 07:00:00,5.253670715044933
1352,605,Customer Onboarding,HR,Conduct Interviews,12,972,Alice White,Pending,2023-03-24,,6.826136626259405
1353,413,Invoice Processing,Marketing,Testing,13,741,Alice Doe,Pending,2023-03-14,,1.756156536076845
1354,748,Invoice Processing,IT,Market Research,9,837,Jane Brown,Completed,2023-06-14,2023-06-14 09:00:00,5.741926242776732
1355,615,Employee Recruitment,Marketing,Requirements Gathering,15,945,Charlie Green,In Progress,2023-06-25,,2.0449602061221386
1356,577,Software Development,IT,Requirements Gathering,16,336,Bob Smith,Pending,2023-04-30,,7.2630332395048605
1357,212,Customer Onboarding,HR,Job Posting,19,1216,John Black,Pending,2023-10-24,,5.815017333166018
1358,978,Product Launch,IT,Verify Invoice,12,816,John White,Pending,2023-10-22,,4.11904510446737
1359,853,Employee Recruitment,Marketing,Requirements Gathering,15,915,John Brown,Completed,2023-04-29,2023-04-29 15:00:00,5.753340245226413
1360,984,Employee Recruitment,Marketing,Conduct Interviews,20,1120,Alex Green,Completed,2023-07-17,2023-07-17 20:00:00,5.013524308621127
1361,503,Customer Onboarding,HR,Conduct Interviews,17,459,Alice Black,In Progress,2023-02-13,,7.047745807017721
1362,236,Employee Recruitment,Marketing,Approve Invoice,20,1160,Bob Brown,Pending,2023-04-16,,7.7883694594228015
1363,471,Invoice Processing,Finance,Approve Invoice,17,1343,Bob Green,Pending,2023-07-07,,9.893946360757496
1364,127,Employee Recruitment,Finance,Testing,15,315,John Doe,Completed,2023-02-05,2023-02-05 15:00:00,0.7410727028373076
1365,614,Employee Recruitment,Marketing,Approve Invoice,17,1173,Bob Doe,In Progress,2023-03-11,,4.352975995106736
1366,275,Product Launch,IT,Product Design,1,85,Alex Smith,Pending,2023-04-17,,8.121744547106704
1367,199,Product Launch,HR,Market Research,1,98,Bob Green,In Progress,2023-11-06,,3.3091663898141466
1368,168,Employee Recruitment,Finance,Launch Campaign,10,900,Alex Green,In Progress,2023-07-12,,8.029443069820848
1369,676,Software Development,HR,Testing,18,1548,John White,Pending,2023-02-17,,3.3692057256292784
1370,997,Employee Recruitment,IT,Coding,11,253,Charlie White,Pending,2023-08-18,,2.603050520716096
1371,85,Customer Onboarding,HR,Testing,9,711,Alice Brown,In Progress,2023-07-30,,2.6182979416054994
1372,530,Software Development,Finance,Product Design,5,260,Charlie Brown,Completed,2023-02-25,2023-02-25 05:00:00,7.949625988771464
1373,467,Employee Recruitment,Marketing,Screen Candidates,16,592,Alex Black,In Progress,2023-01-03,,7.493226126403059
1374,778,Invoice Processing,Finance,Launch Campaign,5,330,Alice Black,In Progress,2023-08-31,,5.613683493107261
1375,109,Customer Onboarding,IT,Product Design,3,234,Bob Black,Pending,2023-10-30,,6.585649959223464
1376,165,Invoice Processing,HR,Market Research,10,720,Jane White,In Progress,2023-01-27,,5.476049080763865
1377,554,Customer Onboarding,IT,Product Design,11,253,Jane Doe,Pending,2023-12-19,,7.358383628010166
1378,489,Employee Recruitment,Finance,Market Research,4,100,Alex Brown,Pending,2023-10-02,,9.606477510013434
1379,675,Customer Onboarding,Sales,Screen Candidates,11,748,John Brown,Pending,2023-12-31,,9.049212598827944
1380,603,Customer Onboarding,Sales,Initial Contact,13,260,Alex Smith,Completed,2023-03-05,2023-03-05 13:00:00,6.506244614654397
1381,853,Invoice Processing,HR,Coding,3,273,Jane White,In Progress,2023-01-06,,2.3027228538211206
1382,301,Employee Recruitment,IT,Coding,3,231,Jane Black,In Progress,2023-02-19,,0.9664243771078208
1383,554,Customer Onboarding,Sales,Market Research,2,102,Charlie Brown,In Progress,2023-01-11,,6.4432696124547295
1384,137,Invoice Processing,Marketing,Approve Invoice,2,88,Charlie Doe,Completed,2023-01-25,2023-01-25 02:00:00,3.350291586386573
1385,660,Product Launch,Sales,Job Posting,12,420,Jane Brown,Completed,2023-06-25,2023-06-25 12:00:00,2.98110290418984
1386,367,Product Launch,Sales,Job Posting,6,540,Alice Smith,Pending,2023-06-02,,5.612779373648017
1387,353,Employee Recruitment,IT,Conduct Interviews,14,476,Jane Doe,In Progress,2023-08-01,,8.805266011859539
1388,415,Software Development,Sales,Launch Campaign,4,296,John White,Completed,2023-10-25,2023-10-25 04:00:00,2.78431857802555
1389,142,Employee Recruitment,Finance,Screen Candidates,9,198,John Black,Pending,2023-12-20,,2.688344463151168
1390,482,Customer Onboarding,Sales,Requirements Gathering,6,96,Alex White,In Progress,2023-04-17,,6.4992320434723405
1391,654,Employee Recruitment,Finance,Testing,2,166,Jane Green,Completed,2023-02-09,2023-02-09 02:00:00,8.166654037276688
1392,571,Product Launch,Sales,Receive Invoice,16,752,Jane Brown,In Progress,2023-10-30,,9.64086115264617
1393,668,Customer Onboarding,IT,Approve Invoice,9,504,Bob Green,Completed,2023-07-05,2023-07-05 09:00:00,1.4615372512742375
1394,732,Invoice Processing,HR,Requirements Gathering,10,410,Bob Green,Pending,2023-06-20,,0.6172943639768547
1395,623,Software Development,Sales,Coding,18,594,Charlie Green,In Progress,2023-11-25,,4.140449151905922
1396,125,Customer Onboarding,IT,Collect Documents,5,320,John Smith,In Progress,2023-05-10,,1.1821005789669448
1397,133,Employee Recruitment,Finance,Verify Invoice,10,770,Jane Black,In Progress,2023-07-10,,6.482097222525559
1398,442,Software Development,Marketing,Collect Documents,12,1092,Alice Doe,Pending,2023-01-29,,1.7373881788584122
1399,324,Product Launch,HR,Approve Invoice,5,135,Alex White,Completed,2023-04-08,2023-04-08 05:00:00,7.458857010842821
1400,63,Product Launch,Finance,Verify Invoice,8,544,Alex Brown,Pending,2023-12-06,,6.027930166480033
1401,16,Customer Onboarding,HR,Collect Documents,19,1007,Bob Black,Completed,2023-11-12,2023-11-12 19:00:00,0.8079509786955219
1402,769,Product Launch,Finance,Coding,12,492,Alex White,In Progress,2023-12-09,,7.57937983339199
1403,281,Product Launch,HR,Market Research,16,1072,Bob Green,Completed,2023-10-30,2023-10-30 16:00:00,7.717138410083458
1404,769,Software Development,HR,Conduct Interviews,15,1185,Alice Green,Completed,2023-09-17,2023-09-17 15:00:00,7.183280346192418
1405,644,Employee Recruitment,Finance,Job Posting,1,50,Charlie White,In Progress,2023-04-23,,6.7279152753654605
1406,638,Product Launch,Marketing,Verify Invoice,10,160,John Smith,Pending,2023-07-19,,5.464101142845411
1407,598,Invoice Processing,HR,Market Research,20,980,Charlie Doe,In Progress,2023-06-05,,7.666543550395585
1408,194,Invoice Processing,Finance,Job Posting,1,74,Charlie Doe,Completed,2023-12-23,2023-12-23 01:00:00,8.421897369636543
1409,453,Customer Onboarding,HR,Screen Candidates,11,1045,Jane Brown,Completed,2023-05-28,2023-05-28 11:00:00,3.916319944860738
1410,490,Product Launch,Marketing,Screen Candidates,5,385,Charlie Doe,In Progress,2023-08-05,,6.424531285324967
1411,392,Software Development,HR,Screen Candidates,2,124,Jane Smith,Completed,2023-02-20,2023-02-20 02:00:00,7.466728527035809
1412,521,Invoice Processing,Sales,Approve Invoice,9,225,Bob Black,Completed,2023-05-09,2023-05-09 09:00:00,2.9920046265975464
1413,622,Product Launch,IT,Launch Campaign,4,360,Alex Brown,Pending,2023-07-29,,1.044712679070643
